Wing_Span,Length,Height,Multi_Engine,TP_mods,Engine_Type,AUW,MEW,FW,Vmax,Vcruise,Vstall,Range,Hmax,Hmax_(One),ROC,ROC_(One),Vlo,Slo,Vl,Sl
36.41666666666666,27.25,9.583333333333334,1,0,0,2900.0,1740.0,435.5,173.0,165.0,51.0,700.0,20700.0,20700.0,1300.0,1300.0,1135.0,620.0,1190.0,750.0
35.083333333333336,21.5,7.0,1,0,0,1450.0,820.0,174.20000000000002,117.0,97.0,38.0,350.0,15500.0,15500.0,700.0,700.0,1240.0,840.0,700.0,400.0
32.833333333333336,25.416666666666668,9.916666666666666,1,0,0,2535.0,1642.0,368.5,142.95263964135157,115.0,52.08182411101088,637.0,16000.0,16000.0,937.0,937.0,1561.0,941.1220394386368,1474.0,837.613661968694
36.083333333333336,27.166666666666668,8.916666666666666,1,0,0,2550.0,1663.0,375.2,126.0,124.0,48.0,638.0,14000.0,14000.0,730.0,730.0,1630.0,960.0,1335.0,575.0
35.833333333333336,28.666666666666668,8.916666666666666,1,0,0,3100.0,1846.0,616.4,187.0,173.0,50.0,845.0,20000.0,20000.0,1040.0,1040.0,1570.0,820.0,1320.0,600.0
49.333333333333336,39.0,13.166666666666666,0,0,1,9850.0,5682.0,3182.5,295.0,283.0,76.0,2193.0,35000.0,21380.0,2435.0,715.0,2465.0,1785.0,1875.0,1095.0
57.0,59.333333333333336,16.666666666666668,0,0,1,14000.0,9100.0,4341.6,283.0,261.0,87.0,2040.0,30000.0,14550.0,2440.0,627.0,2850.0,2221.26536053802,2532.0,1508.4078611076318
52.16666666666666,47.16666666666666,15.0,0,0,2,14800.0,8925.0,4860.0,466.9,401.0,86.0,1900.0,45745.37419587419,27750.0,3195.0,1133.0,3600.0,2290.02893613779,3180.0,2133.6007766777548
45.91666666666666,39.91666666666666,15.416666666666666,0,0,1,11500.0,6797.0,3149.0,248.0,235.0,75.0,1000.0,24850.0,9300.0,1963.0,452.0,3245.0,2060.0,2944.0,1787.0
35.416666666666664,20.83333333333333,6.75,1,0,0,1320.0,622.0,113.9,157.0,138.0,46.0,350.0,15622.958583683305,15622.958583683305,1000.0,1000.0,820.0,490.0,721.0,340.0
30.0,21.166666666666668,7.0,1,0,0,1817.0,1125.0,221.1,117.0,104.0,45.0,380.0,22000.0,22000.0,910.0,910.0,1730.0,1120.0,1585.0,785.0
31.5,22.0,8.0,1,0,0,2200.0,1323.0,247.9,136.0,127.0,52.0,428.0,12650.0,12650.0,660.0,660.0,1600.0,880.0,1100.0,380.0
34.166666666666664,23.25,8.333333333333334,1,0,0,1320.0,825.0,167.5,122.0,103.0,27.0,434.0,18000.0,18000.0,790.0,790.0,975.0,415.0,1040.0,245.0
30.83333333333333,22.75,6.333333333333333,1,0,0,2300.0,1400.0,268.0,181.92329101440205,170.0,33.0,430.0,20000.0,20000.0,1250.0,1250.0,600.0,150.0,600.0,394.0095970823808
36.0,25.25,7.25,1,0,0,3100.0,1728.0,402.0,169.0,158.0,53.0,638.0,20000.0,20000.0,1370.0,1370.0,1040.0,760.0,1015.0,655.0
37.083333333333336,25.25,9.5,0,0,0,4200.0,2635.0,536.0,183.0,174.0,61.0,661.0,18100.0,4400.0,1250.0,205.0,2100.0,1740.0,1850.0,1015.0
38.0,28.08333333333333,10.0,1,0,0,3140.0,1850.0,569.5,125.25865928659334,122.0,53.0,1000.0,12500.0,12500.0,900.0,900.0,1275.0,655.0,900.0,475.0
37.833333333333336,30.5,8.416666666666666,1,0,1,4021.0,2800.0,804.0,250.0,245.0,56.0,900.0,25000.0,25000.0,2500.0,2500.0,1150.0,750.0,1000.0,600.0
45.083333333333336,36.738499047744895,13.270990018834231,1,0,1,7800.0,3550.0,844.2,200.0,185.0,55.0,129.11397779591334,25192.761928145286,25192.761928145286,1500.0,1500.0,1759.8281190784105,1000.0,2371.64616673728,1543.3766442822075
37.083333333333336,27.33333333333333,9.5,0,0,0,3800.0,2230.0,482.4,159.0,150.0,53.0,616.0,17000.0,5500.0,1260.0,180.0,1550.0,1190.0,1360.0,750.0
38.833333333333336,28.33333333333333,9.666666666666666,1,0,0,4100.0,2471.0,569.5,224.0,212.0,55.0,715.0,25000.0,25000.0,1150.0,1150.0,2110.0,1270.0,1600.0,825.0
35.833333333333336,27.0,9.916666666666666,1,0,0,2220.0,1574.0,281.40000000000003,98.0,97.0,44.0,435.0,12000.0,12000.0,715.0,715.0,2390.0,1620.0,1345.0,590.0
37.833333333333336,28.25,9.583333333333334,0,0,0,5300.0,3075.0,750.4,210.0,200.0,67.0,550.0,20900.0,7100.0,1670.0,335.0,968.0,596.0,1414.0,868.0
42.41666666666666,33.083333333333336,12.083333333333334,1,0,1,5200.0,3150.0,536.0,128.47297476273272,113.0,44.67797197925159,528.3130059235452,15821.745377072852,15821.745377072852,535.1003136563158,535.1003136563158,900.0,575.6921114726173,707.2244260322971,246.3091239803008
32.75,25.666666666666668,8.25,1,0,0,2750.0,1610.0,395.3,148.0,141.0,57.0,704.0,14350.0,14350.0,862.0,862.0,1630.0,1100.0,1380.0,760.0
44.083333333333336,35.083333333333336,14.416666666666666,0,0,0,7000.0,4443.0,1494.1,226.0,200.0,67.0,1217.0,25570.0,11000.0,1625.0,310.0,1565.0,1180.0,1630.0,1020.0
44.083333333333336,35.833333333333336,12.583333333333334,0,0,1,8600.0,4948.0,2452.2000000000003,263.0,224.8216442937316,84.0,1248.0,33400.0,17200.0,1861.0,357.0,2490.0,2170.0,2150.0,955.0
37.833333333333336,27.5,8.416666666666666,1,0,0,3850.0,2338.0,683.4,213.0,190.0,57.0,957.0,25000.0,25000.0,1049.0,1049.0,2364.0,1156.0,1692.0,976.0
52.16666666666666,47.16666666666666,15.0,0,0,2,12500.0,7181.0,5009.0,492.4927300184781,385.0,82.0,2104.0,43000.0,27200.0,3625.0,1170.0,2650.0,1898.74155156,2210.0,1071.2495472935652
36.0,25.0,8.416666666666666,1,0,0,2350.0,1312.0,348.40000000000003,128.0,121.0,54.0,593.0,15900.0,15900.0,850.0,850.0,1340.0,735.0,1155.0,590.0
52.16666666666666,48.91666666666666,15.0,0,0,2,15900.0,8950.0,5820.0,512.021245911068,425.0,85.0,2899.8390090325765,45000.0,30056.19827520153,5844.627976554242,1709.7392898423898,3160.0,2225.890278862173,2920.0,2739.9673329773973
43.75,55.083333333333336,14.666666666666666,0,0,2,21000.0,12622.0,6690.0,455.0,429.2611135414187,100.60207330927668,1467.1949780688433,51000.0,29718.217982627582,5911.166128054694,1592.1560687144142,4900.0,3096.6901414863787,3100.0,1002.1966309230024
36.0,26.416666666666668,8.5,1,0,0,2200.0,1325.0,281.40000000000003,122.0,114.0,51.0,515.0,15100.0,15100.0,730.0,730.0,1370.0,875.0,1115.0,600.0
53.333333333333336,50.16666666666666,15.166666666666666,0,0,2,13870.0,8300.0,4710.0,491.579,351.0,96.6981373272654,1875.0,45000.0,26250.0,2460.0,1090.0,4581.36690047885,3180.0,2770.0,3642.114026463406
29.25,20.33333333333333,8.25,1,0,0,1950.0,1060.0,241.2,122.0,113.0,43.0,430.0,16000.0,16000.0,750.0,750.0,1600.0,1120.0,1280.0,650.0
39.25,33.833333333333336,12.333333333333334,0,0,0,6725.0,4100.0,951.4,249.0,236.0,76.0,824.0,31300.0,15700.0,1615.0,319.0,1660.0,1253.0,2340.0,1590.0
38.083333333333336,34.333333333333336,12.583333333333334,0,1,0,6140.0,4184.0,683.4,220.0,203.0,71.0,1106.0,29800.0,15800.0,1650.0,320.0,2175.0,1615.0,1850.0,770.0
35.833333333333336,32.166666666666664,9.583333333333334,1,0,0,3800.0,2177.0,408.7,150.0,143.0,59.0,612.0,13300.0,13300.0,810.0,810.0,1970.0,1100.0,1500.0,765.0
32.666666666666664,27.58333333333333,7.75,1,0,0,3400.0,1706.0,335.0,144.0,137.0,55.0,834.0,14500.0,14500.0,850.0,850.0,1240.0,740.0,1000.0,630.0
35.833333333333336,32.166666666666664,9.583333333333334,1,1,0,3800.0,2197.0,408.7,150.0,143.0,42.0,612.0,13300.0,13300.0,810.0,810.0,1090.0,870.0,800.0,560.0
36.0,22.25,6.5,1,0,0,1750.0,1040.0,268.0,109.0,100.0,42.0,296.0,18000.0,18000.0,750.0,750.0,1140.0,720.0,1630.096648063465,500.0
29.25,20.33333333333333,8.25,1,0,0,1850.0,1060.0,241.2,119.0,107.0,42.0,470.0,15000.0,15000.0,620.0,620.0,1600.0,1120.0,1280.0,650.0
